Crop,Week,Temp_C,Humidity_RH,pH_Water,N_ppm,P_ppm,K_ppm,EC_Target
pak_choi,3,24.16,48.4,6.47,167.19,58.6,247.19,0.912
eggplant,13,34.01,59.33,7.05,137.96,56.68,285.5,0.926
cilantro,3,22.66,63.49,6.38,149.12,44.56,189.12,0.738
cucumber,7,27.28,92.41,6.3,202.05,71.02,352.05,1.206
melon,6,29.14,62.16,6.34,155.86,68.27,368.34,1.143
eggplant,14,22.13,75.64,5.23,173.74,71.87,353.74,1.156
melon,3,19.2,68.84,5.26,137.96,48.98,177.96,0.704
cucumber,11,10.81,37.22,7.34,189.37,66.18,331.87,1.133
melon,11,23.74,46.11,6.35,162.77,71.38,382.77,1.19
arugula,5,26.13,44.92,6.57,160.6,40.3,200.6,0.774
spinach,1,33.13,45.1,7.34,81.01,23.58,97.93,0.391
zucchini,4,24.83,82.65,5.41,177.46,58.73,297.46,1.029
zucchini,1,26.87,38.8,5.62,112.27,42.64,139.27,0.567
cilantro,1,23.41,20.91,5.27,68.02,25.01,86.02,0.345
pepper,2,31.95,57.81,5.99,104.28,34.51,121.91,0.503
melon,3,16.35,51.45,7.6,113.9,39.95,147.9,0.582
cucumber,3,33.9,57.14,5.97,164.71,57.66,288.16,0.985
lettuce,1,19.68,62.93,7.36,90.66,30.33,100.66,0.427
cucumber,1,24.28,63.16,7.76,106.24,36.12,131.74,0.529
arugula,5,27.57,59.46,5.57,165.78,42.89,205.78,0.799
arugula,5,19.73,78.3,5.77,166.45,43.22,206.45,0.803
lettuce,6,21.91,63.7,5.47,160.91,50.46,200.91,0.795
spinach,3,32.84,48.76,6.13,159.14,53.93,218.98,0.833
cucumber,8,12.67,26.91,7.27,190.06,66.53,332.56,1.136
arugula,3,23.59,37.19,5.21,149.61,38.8,185.61,0.721
arugula,3,11.31,86.82,5.62,163.69,39.85,205.69,0.789
tomato,6,22.3,61.97,4.94,157.82,44.91,225.82,0.826
arugula,4,26.85,74.4,6.24,165.94,42.97,205.94,0.8
basil,1,29.89,43.28,6.94,97.15,29.71,97.15,0.432
cilantro,6,31.0,73.0,6.95,133.94,39.67,170.34,0.663
basil,4,21.82,64.55,7.77,133.69,37.09,159.19,0.636
pepper,7,18.31,65.84,7.32,158.56,59.28,318.56,1.034
strawberry,11,20.91,47.89,6.47,108.81,49.4,208.81,0.708
arugula,1,26.19,57.13,6.4,100.93,30.46,120.93,0.487
lettuce,3,25.05,84.92,5.72,159.85,49.92,199.85,0.79
tomato,1,40.0,63.18,6.64,71.25,29.22,90.45,0.368
pepper,11,20.69,70.07,5.86,162.91,61.45,322.91,1.055
tomato,13,23.71,49.58,6.48,166.31,78.16,376.31,1.197
basil,2,24.72,55.73,6.7,95.2,27.6,95.2,0.42
basil,1,26.15,38.33,5.35,100.8,32.4,100.8,0.451
zucchini,10,28.08,49.33,5.53,183.5,61.82,303.21,1.058
pepper,2,24.16,77.12,6.76,125.77,42.89,145.77,0.606
pak_choi,6,19.14,39.88,5.76,160.24,57.62,232.24,0.868
tomato,8,20.0,47.15,6.73,161.39,75.7,371.39,1.173
spinach,5,20.47,82.55,5.97,193.21,66.61,263.21,1.009
mint,2,33.03,30.64,6.1,76.57,23.3,76.57,0.34
tomato,16,24.31,70.4,6.29,178.43,84.21,388.43,1.256
bean,6,24.41,65.75,6.45,133.31,46.66,193.31,0.72
strawberry,3,17.18,58.63,6.47,82.33,36.16,112.33,0.445
bean,7,14.14,48.03,6.04,147.02,52.51,210.02,0.79
pepper,6,21.94,68.67,6.73,184.26,52.13,244.26,0.927
eggplant,12,37.43,34.82,5.58,95.25,38.37,206.33,0.656
spinach,4,20.84,50.04,5.23,173.82,56.91,243.82,0.915
arugula,1,21.09,51.5,4.66,93.95,29.97,110.95,0.453
cucumber,2,23.1,51.69,5.64,112.92,36.46,142.92,0.564
tomato,2,29.28,57.43,5.98,109.84,45.3,138.69,0.567
pepper,14,26.04,74.48,7.22,169.51,64.75,329.51,1.087
basil,1,34.01,67.88,5.45,76.59,21.9,76.59,0.338
spinach,3,19.53,38.85,5.06,165.49,55.74,228.49,0.867
bean,9,24.55,47.93,6.88,140.48,50.24,200.48,0.754
lettuce,4,26.18,78.4,5.23,161.18,50.59,201.18,0.796
pepper,6,25.7,29.94,5.27,160.33,44.17,214.33,0.808
strawberry,16,18.97,77.16,6.25,111.73,50.87,211.73,0.722
mint,7,26.24,72.61,5.04,199.13,54.56,229.13,0.931
lettuce,5,28.6,58.8,6.63,154.74,47.91,194.02,0.765
cilantro,4,22.6,57.47,6.68,139.66,39.83,179.66,0.693
pak_choi,3,24.86,83.76,6.79,170.49,60.25,250.49,0.928
mint,10,31.34,42.65,5.2,161.6,40.31,188.59,0.753
pak_choi,2,20.48,83.87,6.77,98.98,39.49,118.98,0.497
bean,5,28.88,59.54,7.24,141.69,51.37,200.11,0.758
spinach,5,21.16,70.26,6.69,172.9,56.45,242.9,0.911
melon,11,21.52,88.82,6.41,153.86,66.93,373.86,1.147
cilantro,3,24.85,39.79,4.83,107.01,31.01,137.01,0.53
pepper,14,29.83,88.31,5.66,149.39,55.79,300.61,0.975
pak_choi,3,30.52,78.89,6.98,148.93,51.35,222.88,0.816
bean,2,26.79,70.34,4.87,97.7,31.85,97.7,0.438
mint,7,31.24,86.37,5.01,173.71,46.23,200.79,0.811
lettuce,3,23.74,83.4,5.61,154.47,47.24,194.47,0.764
zucchini,4,28.4,85.89,6.99,179.1,59.91,297.66,1.035
pepper,6,24.6,52.67,7.38,180.85,50.43,240.85,0.911
zucchini,2,13.87,75.68,6.45,144.81,56.66,176.31,0.729
eggplant,4,23.23,61.43,6.64,120.35,50.18,150.35,0.619
tomato,6,25.03,72.09,5.53,204.32,62.16,284.32,1.062
cilantro,1,20.75,49.79,6.68,84.59,32.3,104.59,0.427
arugula,2,16.88,50.02,4.71,76.41,21.2,93.41,0.368
lettuce,7,31.41,78.62,5.2,136.82,41.48,172.73,0.677
spinach,3,14.72,55.34,6.63,183.46,60.23,256.96,0.966
pak_choi,6,25.43,54.67,7.51,136.6,47.05,204.6,0.749
arugula,4,28.39,67.13,6.91,153.28,37.11,192.82,0.739
tomato,4,16.5,60.36,6.13,196.16,58.08,276.16,1.023
tomato,2,26.4,56.2,6.51,119.45,49.73,149.45,0.615
cilantro,3,25.96,39.35,7.12,136.51,41.25,172.51,0.676
arugula,1,25.13,54.94,7.07,99.24,29.62,119.24,0.478
arugula,5,32.97,82.46,5.73,135.98,33.95,170.02,0.656
melon,11,21.79,61.57,6.5,161.63,70.81,381.63,1.184
zucchini,3,20.09,72.52,6.42,181.34,60.67,301.34,1.048
basil,3,25.49,63.27,6.02,154.48,42.24,184.48,0.735
cilantro,2,28.8,83.29,6.62,72.76,26.62,92.28,0.37
strawberry,5,15.64,40.26,5.55,109.26,49.63,209.26,0.71
mint,2,30.43,41.65,6.42,90.06,26.49,90.06,0.398
melon,9,27.27,56.18,5.4,157.78,68.89,377.78,1.166
arugula,5,22.23,36.65,6.11,140.64,34.32,176.64,0.678
spinach,5,16.59,65.13,6.53,180.22,60.11,250.22,0.946
basil,4,20.94,90.8,6.27,148.44,39.22,178.44,0.706
bean,6,21.85,58.94,6.58,142.35,51.17,202.35,0.763
basil,4,22.87,64.97,6.59,158.12,44.06,188.12,0.753
cucumber,6,21.12,67.52,6.39,199.47,69.73,349.47,1.193
cilantro,4,24.31,44.12,6.28,134.6,37.3,174.6,0.668
zucchini,1,24.92,35.12,5.82,114.83,43.91,141.83,0.58
bean,1,35.5,61.88,5.65,92.43,30.71,92.43,0.416
mint,3,38.04,66.35,7.27,123.82,30.46,144.78,0.577
strawberry,19,21.97,67.87,5.47,108.21,49.1,208.21,0.705
pepper,7,24.66,69.66,5.73,154.0,57.0,314.0,1.012
basil,7,20.17,58.37,6.33,152.72,41.36,182.72,0.727
melon,1,33.08,58.08,6.25,117.84,41.97,151.74,0.601
eggplant,16,21.68,61.7,4.87,133.5,54.0,286.5,0.914
lettuce,6,25.93,76.21,5.69,162.35,51.17,202.35,0.802
basil,7,29.36,55.99,5.63,142.84,37.85,171.61,0.679
cucumber,6,18.74,72.27,4.81,168.11,58.55,295.61,1.007
melon,8,24.66,71.43,4.54,142.19,62.59,329.19,1.03
spinach,2,25.38,65.77,7.25,105.27,32.63,125.27,0.508
cilantro,5,29.0,46.22,4.39,118.82,34.81,151.62,0.589
bean,1,13.92,44.58,4.86,116.79,40.39,116.79,0.528
tomato,10,20.91,85.19,6.37,164.8,77.4,374.8,1.19
pepper,14,24.5,32.76,5.65,143.76,53.88,287.76,0.936
cucumber,8,26.07,36.6,6.1,181.32,63.66,316.32,1.083
lettuce,6,27.64,60.98,7.01,157.55,48.78,197.55,0.779
pak_choi,6,25.24,50.73,5.88,165.58,57.79,245.58,0.904
pepper,5,26.48,95.14,6.28,185.22,52.61,245.22,0.932
pepper,13,24.66,48.3,6.71,169.39,64.7,329.39,1.087
mint,4,24.25,43.04,6.07,181.62,45.81,211.62,0.847
pepper,8,24.83,26.84,6.15,138.39,51.2,282.39,0.91
cucumber,7,22.44,15.39,6.88,178.05,62.03,313.05,1.067
tomato,14,21.34,55.89,6.8,168.91,79.45,378.91,1.21
bean,5,20.33,67.58,6.67,140.45,50.22,200.45,0.754
pak_choi,2,15.14,69.79,6.67,90.47,35.24,110.47,0.455
arugula,5,40.0,61.36,5.97,97.1,22.95,122.7,0.468
pak_choi,4,11.38,60.55,7.78,149.28,52.14,221.28,0.815
pak_choi,4,22.83,58.66,6.43,167.54,58.77,247.54,0.914
pepper,1,26.99,74.18,5.78,118.81,39.41,138.81,0.573
spinach,2,35.61,63.27,5.97,82.0,25.56,97.43,0.395
bean,5,25.58,50.66,5.16,144.9,52.45,204.9,0.776
bean,7,29.68,81.82,7.04,126.6,44.31,183.58,0.684
basil,7,22.87,66.6,4.94,116.29,28.39,141.79,0.552
cucumber,9,20.03,39.62,6.78,182.63,64.31,317.63,1.089
strawberry,15,26.3,34.05,5.05,93.21,42.1,183.21,0.614
eggplant,13,16.81,65.37,5.29,167.87,68.94,347.87,1.128
strawberry,8,21.82,65.35,6.33,112.95,51.48,212.95,0.728
pepper,2,14.13,49.06,4.85,108.61,36.31,126.61,0.524
melon,1,26.31,67.67,6.09,145.9,52.95,185.9,0.742
bean,3,16.58,46.56,5.24,147.09,53.55,207.09,0.786
spinach,2,15.58,59.78,6.18,99.75,29.87,119.75,0.481
cilantro,2,33.4,40.9,5.71,71.0,27.12,87.76,0.358
spinach,2,28.0,68.27,6.16,100.46,30.23,120.46,0.484
pepper,14,17.08,56.15,8.02,126.21,46.1,262.21,0.838
zucchini,9,23.55,56.61,5.15,178.12,59.06,298.12,1.032
arugula,3,25.59,63.89,5.21,157.82,38.91,197.82,0.761
bean,3,25.92,59.21,6.07,138.05,49.03,198.05,0.743
strawberry,19,22.2,45.2,5.77,109.43,49.72,209.43,0.711
arugula,4,18.93,71.29,4.88,128.68,30.34,162.68,0.62
pak_choi,3,24.1,55.02,6.28,172.27,61.13,252.27,0.937
tomato,16,28.45,40.61,6.75,167.05,78.59,374.21,1.195
mint,9,23.81,14.02,6.29,173.79,46.39,200.79,0.812
pepper,2,35.61,62.65,7.4,91.05,30.09,106.49,0.439
spinach,2,25.42,80.16,5.06,104.21,32.11,124.21,0.502
cilantro,4,28.44,68.11,6.06,131.12,35.95,170.59,0.651
lettuce,7,31.3,53.56,6.69,148.53,47.23,184.57,0.733
pepper,3,11.54,40.18,5.9,126.9,42.45,147.9,0.612
basil,1,18.78,66.84,6.77,104.31,32.16,104.31,0.464
strawberry,1,25.75,61.53,6.1,96.95,43.47,126.95,0.516
pepper,8,17.43,29.9,5.55,143.39,53.69,287.39,0.934
bean,7,22.12,28.11,5.96,131.22,47.61,185.22,0.702
mint,7,20.84,52.27,6.15,181.01,45.51,211.01,0.844
pak_choi,4,26.93,60.62,6.41,177.6,63.8,257.6,0.962
spinach,4,21.88,56.49,6.65,183.54,61.77,253.54,0.962
arugula,1,27.93,44.16,5.22,100.9,30.45,120.9,0.486
spinach,2,31.32,86.38,5.42,98.29,31.13,116.29,0.474
melon,2,27.26,62.03,5.15,134.77,47.39,174.77,0.688
bean,2,28.15,75.95,5.92,117.81,38.99,117.81,0.53
spinach,6,19.17,75.88,8.13,160.51,54.75,220.01,0.839
pak_choi,1,21.67,48.94,5.31,93.94,36.97,113.94,0.472
arugula,4,17.38,62.85,6.35,150.32,35.16,190.32,0.725
basil,4,22.04,57.59,5.82,144.39,37.2,174.39,0.687
cucumber,11,24.84,41.7,6.35,200.02,70.01,350.02,1.196
bean,8,22.29,84.31,6.69,135.59,47.8,195.59,0.731
zucchini,8,19.36,43.19,5.84,178.8,59.4,298.8,1.036
pepper,12,25.66,45.26,5.82,156.96,58.48,316.96,1.027
strawberry,1,37.02,45.63,6.14,75.5,34.1,97.38,0.399
melon,10,15.78,35.14,6.39,148.86,65.43,346.86,1.082
tomato,5,32.79,67.11,5.96,177.19,54.34,245.69,0.92
pepper,8,28.31,98.86,5.38,154.61,57.49,313.12,1.013
pepper,4,14.74,63.8,5.74,198.01,57.0,261.01,0.995
eggplant,4,20.04,72.21,5.15,115.21,47.6,145.21,0.594
melon,7,20.17,81.07,4.53,126.2,54.6,313.2,0.953
eggplant,5,24.54,82.38,5.65,171.91,70.95,351.91,1.147
pak_choi,5,31.46,77.64,4.93,126.56,44.63,186.26,0.689
cilantro,3,21.84,78.54,7.28,139.38,39.69,179.38,0.691
pak_choi,1,20.9,67.22,6.92,101.65,40.83,121.65,0.509
basil,1,20.48,62.37,6.2,111.8,35.9,111.8,0.5
mint,2,16.72,52.45,7.03,98.33,29.17,98.33,0.436
strawberry,6,24.68,72.22,6.3,108.06,49.03,208.06,0.704
bean,9,24.25,72.26,7.12,144.36,52.18,204.36,0.773
mint,10,21.43,64.19,5.79,189.05,49.52,219.05,0.883
bean,4,19.68,68.92,5.53,148.08,54.04,208.08,0.791
mint,8,20.69,61.81,6.06,188.2,49.1,218.2,0.878
pepper,4,15.33,64.91,6.36,171.32,45.66,231.32,0.865
eggplant,13,14.66,46.74,4.96,158.96,65.98,320.96,1.053
tomato,8,17.02,39.01,7.76,121.37,56.94,278.87,0.882
cucumber,1,33.51,45.74,7.17,99.37,32.99,124.41,0.495
cucumber,8,23.99,36.23,6.62,171.08,58.54,306.08,1.033
zucchini,8,7.41,63.47,6.56,183.25,60.12,309.25,1.066
pak_choi,5,21.37,59.14,5.97,163.58,56.79,243.58,0.895
cilantro,5,24.18,38.24,5.94,134.35,40.18,170.35,0.665
bean,1,39.61,54.05,5.16,67.46,20.7,67.46,0.3
bean,5,22.57,36.8,6.78,129.81,46.9,183.81,0.695
zucchini,6,26.44,68.08,6.19,180.49,60.24,300.49,1.044
spinach,4,36.32,71.22,5.7,134.66,44.82,187.19,0.707
pak_choi,2,22.36,58.46,5.82,110.04,45.02,130.04,0.55
melon,11,20.02,81.39,5.61,157.97,68.98,377.97,1.167
melon,5,23.59,63.22,6.1,162.72,71.36,382.72,1.19
tomato,3,36.36,56.83,7.78,69.1,28.56,87.08,0.356
spinach,3,25.59,46.87,6.01,188.66,64.33,258.66,0.987
eggplant,15,25.0,64.72,6.25,173.69,71.85,353.69,1.156
lettuce,3,24.42,91.16,7.15,158.97,49.49,198.97,0.786
mint,5,22.7,50.4,6.03,184.2,47.1,214.2,0.859
pak_choi,6,15.14,60.98,7.15,169.68,59.84,249.68,0.924
cilantro,5,28.28,67.06,6.33,137.41,38.96,177.07,0.682
strawberry,5,26.56,34.8,4.4,85.68,39.09,160.68,0.551
mint,6,32.53,55.01,7.77,134.33,35.03,155.75,0.627
mint,8,19.39,52.76,5.27,189.42,49.71,219.42,0.884
eggplant,6,14.28,68.05,4.46,154.69,63.84,316.69,1.032
pepper,8,26.24,88.47,6.77,156.7,58.35,316.7,1.026
eggplant,4,30.86,46.94,6.7,117.09,49.4,144.51,0.6
mint,5,19.7,54.57,7.06,189.83,49.91,219.83,0.886
tomato,7,21.96,56.96,6.96,196.58,58.29,276.58,1.025
bean,7,17.34,69.83,6.57,136.96,48.48,196.96,0.737
pak_choi,6,27.14,46.59,6.99,173.24,61.62,253.24,0.941
spinach,2,18.07,68.63,6.71,102.82,31.41,122.82,0.496
pak_choi,1,27.83,51.14,7.94,91.52,37.26,108.52,0.458
mint,10,13.81,71.52,5.62,190.82,48.16,222.32,0.89
pak_choi,3,22.83,70.76,6.42,159.97,54.99,239.97,0.877
mint,8,32.26,48.9,6.09,163.49,42.5,189.66,0.763
cilantro,4,29.1,71.44,5.49,138.71,40.35,177.39,0.687
mint,4,29.63,76.78,8.07,149.51,38.7,173.54,0.698
melon,4,18.14,73.03,5.85,163.16,71.58,383.16,1.192
melon,2,20.47,74.47,6.48,137.06,48.53,177.06,0.699
eggplant,6,20.96,67.23,5.14,162.81,66.41,342.81,1.103
basil,6,28.0,50.72,5.95,147.35,38.68,177.35,0.701
pak_choi,4,22.62,75.61,6.62,162.95,56.48,242.95,0.892
tomato,4,22.23,62.03,5.64,201.56,60.78,281.56,1.049
basil,5,30.65,60.94,7.12,136.57,36.07,164.19,0.65
zucchini,2,19.89,38.82,7.4,116.64,44.82,143.64,0.588
tomato,12,20.13,75.09,7.01,166.57,78.29,376.57,1.198
lettuce,6,20.71,71.79,6.56,163.49,51.75,203.49,0.808
pepper,10,23.72,53.95,5.25,160.0,60.0,320.0,1.041
tomato,14,37.48,65.76,5.97,112.01,52.43,262.29,0.823
lettuce,7,18.84,61.69,5.55,165.1,52.55,205.1,0.815
cucumber,10,33.73,74.6,6.66,165.12,57.72,289.33,0.988
arugula,5,28.83,52.73,7.63,130.98,32.48,163.98,0.631
pak_choi,6,33.39,56.88,7.06,144.1,51.09,211.16,0.784
pak_choi,5,26.64,52.55,6.37,177.66,63.83,257.66,0.963
cilantro,1,33.78,53.16,6.17,64.77,24.12,81.3,0.328
mint,1,21.87,66.35,5.39,103.42,31.71,103.42,0.46
melon,9,20.24,54.1,6.0,161.51,70.75,381.51,1.184
eggplant,4,28.77,38.32,6.74,97.33,39.9,123.64,0.503
cilantro,4,23.83,45.63,4.94,111.27,30.13,145.27,0.553
basil,3,29.39,62.73,7.11,140.33,36.62,169.08,0.667
zucchini,5,24.07,69.71,6.39,176.23,58.11,296.23,1.023
strawberry,10,26.69,57.39,6.83,102.53,46.26,202.53,0.678
cucumber,2,28.74,75.58,4.54,96.17,31.53,121.0,0.48
arugula,2,21.58,68.61,5.89,97.04,28.52,117.04,0.468
cilantro,5,25.45,44.62,6.03,145.68,42.84,185.68,0.722
mint,7,33.18,77.3,5.57,163.4,43.69,188.74,0.763
spinach,3,25.68,77.1,5.27,191.41,65.7,261.41,1.0
zucchini,1,30.47,52.86,5.5,122.28,47.25,150.06,0.616
cilantro,1,24.0,51.04,5.3,79.92,29.96,99.92,0.405
bean,8,24.4,68.21,5.34,141.39,50.69,201.39,0.759
basil,2,21.4,66.93,6.94,95.76,27.88,95.76,0.423
zucchini,4,24.1,55.74,5.85,173.05,56.52,293.05,1.008
spinach,3,29.43,51.34,5.56,172.9,57.74,239.9,0.907
tomato,7,26.04,48.92,6.66,196.39,58.2,276.39,1.024
strawberry,8,20.72,56.42,5.93,121.36,55.68,221.36,0.768
pepper,6,24.88,63.26,5.82,175.9,47.95,235.9,0.887
pak_choi,3,24.42,59.19,6.34,166.02,58.01,246.02,0.907
melon,12,26.9,58.55,5.73,166.03,73.01,386.03,1.205
zucchini,8,24.28,58.86,6.21,182.23,61.11,302.23,1.052
spinach,4,27.58,57.07,7.56,148.96,48.98,208.46,0.784
tomato,1,32.14,56.22,5.42,106.78,44.63,133.05,0.549
pak_choi,2,34.86,44.63,5.37,78.64,31.38,94.52,0.394
cilantro,6,19.39,42.18,5.24,139.89,39.95,179.89,0.694
spinach,5,28.46,75.92,5.78,179.99,60.41,249.02,0.944
tomato,9,24.19,95.48,6.49,174.38,82.19,384.38,1.236
tomato,4,22.1,52.4,6.13,200.61,60.31,280.61,1.044
spinach,4,24.73,70.38,5.79,176.31,58.15,246.31,0.927
basil,5,8.36,71.64,5.51,155.72,41.11,187.22,0.741
melon,9,19.92,31.81,4.93,117.2,51.1,282.2,0.869
melon,2,21.71,59.21,6.09,136.57,48.28,176.57,0.697
lettuce,6,20.75,62.33,7.0,168.56,54.28,208.56,0.832
spinach,6,13.34,42.83,6.35,197.58,67.29,271.08,1.034
pepper,10,18.76,57.73,7.1,164.46,62.23,324.46,1.063
pak_choi,2,29.15,77.99,5.32,92.16,36.43,111.47,0.463
bean,1,22.17,66.19,7.31,129.35,44.67,129.35,0.585
eggplant,4,31.41,35.54,6.89,98.83,41.44,122.76,0.507
tomato,11,21.3,51.51,5.51,176.76,83.38,386.76,1.248
melon,7,33.98,49.62,6.64,129.53,56.56,310.07,0.957
pepper,5,12.41,67.69,5.38,196.55,56.27,259.55,0.988
strawberry,10,25.94,86.52,5.37,109.84,49.92,209.84,0.713
cilantro,3,29.3,60.24,6.32,129.38,35.86,167.82,0.642
spinach,3,22.31,70.02,5.05,183.64,61.82,253.64,0.963
melon,2,25.06,85.07,6.09,144.4,52.2,184.4,0.735
eggplant,5,15.15,65.29,5.95,167.45,68.72,347.45,1.126
lettuce,2,24.53,42.25,7.48,91.28,30.64,101.28,0.43
bean,4,28.64,61.36,5.75,140.39,50.58,199.24,0.753
eggplant,15,23.97,56.27,5.78,176.1,73.05,356.1,1.167
melon,6,34.54,63.24,5.25,124.38,54.15,301.22,0.925
arugula,1,23.52,45.81,6.3,98.98,29.49,118.98,0.477
melon,8,16.39,68.83,5.84,162.66,71.33,382.66,1.189
basil,3,25.91,36.05,6.6,132.59,34.8,159.59,0.631
spinach,2,20.95,73.46,6.77,95.49,27.75,115.49,0.46
tomato,4,19.3,65.75,6.03,207.25,63.63,287.25,1.076
strawberry,2,19.7,71.27,7.21,87.05,38.52,117.05,0.468
mint,6,22.74,70.06,5.01,186.79,48.4,216.79,0.872
tomato,11,27.96,40.24,5.55,165.42,77.71,375.42,1.193
mint,5,20.39,88.42,5.42,186.7,48.35,216.7,0.871
spinach,4,24.95,46.78,6.55,186.7,63.35,256.7,0.977
cucumber,6,10.67,79.01,6.33,214.28,75.64,371.78,1.276
bean,4,21.78,76.96,5.79,136.07,48.03,196.07,0.733
pepper,5,24.63,51.35,7.83,154.37,43.19,205.37,0.777
melon,11,16.6,57.57,6.43,161.25,70.62,381.25,1.182
arugula,3,14.09,35.03,6.44,152.96,38.48,190.96,0.737
pepper,10,28.41,49.38,5.53,159.5,59.99,317.53,1.036
zucchini,3,25.33,66.86,7.1,178.26,59.13,298.26,1.033
melon,6,27.52,72.89,5.44,165.48,72.74,385.48,1.203
basil,2,20.16,47.8,5.91,95.73,27.86,95.73,0.423
basil,1,27.12,55.88,5.78,97.16,28.58,97.16,0.43
arugula,2,19.86,57.87,5.4,106.31,33.15,126.31,0.513
strawberry,9,17.74,47.56,4.57,101.01,46.26,186.01,0.643
zucchini,3,19.46,32.91,6.87,161.05,53.53,269.05,0.933
melon,3,16.76,47.04,6.24,137.18,48.59,177.18,0.7
pepper,10,27.98,43.63,5.7,169.23,64.61,329.23,1.086
mint,4,22.09,81.33,5.63,181.02,45.51,211.02,0.844
cucumber,7,17.02,62.58,6.19,196.85,68.43,346.85,1.181
tomato,10,30.88,48.4,5.81,156.5,73.68,348.35,1.116
lettuce,2,25.53,78.07,5.84,94.16,32.08,104.16,0.444
eggplant,7,23.1,62.74,6.01,173.53,71.77,353.53,1.155
strawberry,8,21.43,65.4,6.35,120.56,55.28,220.56,0.764
strawberry,18,22.53,40.45,6.18,95.52,42.76,195.52,0.644
mint,5,35.81,70.68,5.05,147.59,39.34,170.56,0.689
pepper,10,14.56,61.69,5.75,173.89,65.95,341.89,1.122
bean,6,20.46,44.35,6.61,142.59,51.3,202.59,0.765
zucchini,10,22.3,73.84,6.83,179.8,59.9,299.8,1.04
pak_choi,3,31.34,76.68,5.2,149.89,52.45,221.87,0.818
zucchini,5,26.93,52.27,5.95,181.42,60.71,301.42,1.048
strawberry,11,20.67,73.12,6.03,112.09,51.04,212.09,0.724
mint,5,26.37,32.25,5.94,174.0,46.5,201.0,0.813
mint,2,28.58,78.1,6.16,95.19,27.95,95.19,0.421
zucchini,4,19.62,56.62,7.17,180.21,60.11,300.21,1.042
melon,7,27.63,67.56,5.54,158.64,69.32,378.64,1.17
strawberry,20,28.37,65.68,6.83,100.08,45.1,198.97,0.664
arugula,3,40.0,78.52,6.68,102.64,25.72,128.24,0.495
eggplant,15,24.83,54.04,6.13,164.47,67.24,344.47,1.111
tomato,7,15.43,51.42,6.49,205.02,62.51,285.02,1.066
eggplant,15,13.95,46.9,5.86,194.25,81.37,383.25,1.271
pepper,6,29.64,67.81,6.92,170.01,46.97,227.06,0.856
pak_choi,5,16.05,56.09,5.3,172.5,61.25,252.5,0.938
eggplant,7,22.45,94.04,7.06,175.98,72.99,355.98,1.167
bean,9,21.11,47.28,5.84,140.7,50.35,200.7,0.756
melon,8,28.24,34.61,6.29,142.61,62.38,339.03,1.049
lettuce,1,29.12,69.58,6.67,84.92,27.97,94.59,0.4
mint,4,14.91,63.73,6.61,201.34,53.42,232.84,0.94
bean,3,28.29,48.01,6.36,145.64,52.99,205.12,0.779
arugula,5,12.81,59.1,5.8,168.05,42.03,210.05,0.81
arugula,1,29.76,49.73,5.59,102.85,32.48,121.79,0.496
pak_choi,5,23.96,42.41,6.68,175.58,62.79,255.58,0.953
lettuce,6,27.32,52.77,6.32,162.01,51.0,202.01,0.8
zucchini,8,18.86,80.26,5.85,182.13,61.06,302.13,1.052
lettuce,5,33.97,80.53,6.36,138.47,44.61,171.31,0.683
zucchini,2,17.25,70.58,5.69,130.54,50.27,160.54,0.658
pak_choi,4,25.15,30.47,6.24,150.86,52.93,222.86,0.823
cucumber,3,24.78,66.13,6.29,198.77,69.39,348.77,1.19
mint,10,19.8,72.39,7.49,192.51,51.25,222.51,0.899
eggplant,5,26.55,56.66,7.75,141.25,57.87,294.25,0.951
pepper,12,26.37,67.25,6.74,165.29,62.65,325.29,1.067
bean,4,29.43,51.16,6.31,143.17,52.44,200.59,0.764
melon,3,19.41,57.15,4.94,122.82,44.41,156.82,0.625
cilantro,6,21.63,65.87,6.47,136.57,38.29,176.57,0.678
strawberry,17,28.18,54.23,6.56,115.98,53.02,215.44,0.741
lettuce,7,13.03,32.73,6.09,147.63,45.31,185.63,0.73
bean,3,28.4,58.16,5.94,137.95,49.22,197.23,0.741
pak_choi,5,14.31,63.21,6.03,176.44,61.97,260.44,0.962
pak_choi,1,24.3,59.29,7.61,95.48,39.24,112.48,0.477
cilantro,4,30.12,27.44,6.41,125.3,37.56,158.76,0.62
melon,8,23.36,54.31,6.61,160.36,70.18,380.36,1.178
cucumber,10,22.55,36.69,7.47,176.83,61.42,311.83,1.061
cilantro,6,17.92,56.49,6.07,137.23,38.62,177.23,0.681
basil,4,29.68,57.09,6.62,141.9,37.72,170.39,0.675
mint,2,15.79,74.69,6.7,103.62,31.81,103.62,0.461
spinach,5,27.74,66.97,7.04,174.03,57.02,244.03,0.916
lettuce,5,18.25,40.94,6.45,157.99,48.99,197.99,0.781
bean,6,28.9,31.93,6.31,120.24,42.66,172.62,0.647
pak_choi,1,18.2,67.52,5.73,100.59,40.3,120.59,0.504
pepper,10,31.24,39.65,5.81,131.11,49.5,259.56,0.849
eggplant,7,33.11,62.31,6.12,140.64,57.62,293.05,0.948
pak_choi,3,38.5,68.19,7.23,119.13,42.44,173.93,0.647
pak_choi,6,27.19,86.51,6.73,174.09,62.05,254.09,0.945
pak_choi,3,6.92,38.73,4.89,145.29,52.64,209.29,0.785
arugula,1,24.89,42.82,5.4,103.0,31.5,123.0,0.497
